TITLE,死人にもち肌
DIALOGUE,光子　　　「そ、そうですね。ちょっと取り乱してしまいました。（刃物を置いて）
DIALOGUE_CONTINUED,　　　　　　でも、家に篭ってた訳じゃないんです。
DIALOGUE_CONTINUED,　　　　　　音楽でも聴いて、気分を落ち着けようと思って、それでコンサートに行
DIALOGUE_CONTINUED,　　　　　　ったんですけど、演目が確か『エリック・サティ』だったと思ったんで
DIALOGUE_CONTINUED,　　　　　　すけど、行ってみたら、何でしたっけ、『ブラック･･･サバス』？　
DIALOGUE_CONTINUED,　　　　　　ていうちょっと、刺激的な演目で･･･、」
DIALOGUE,しの　　　「ブラサバですか･･･。」
DIALOGUE,光子　　　「それで、雰囲気に飲まれてしまって･･･」
DIALOGUE,課長　　　「すぐ出ればいいじゃん。」
DIALOGUE,御堂　　　「じゃ私外出てるわ。」
DIALOGUE,本田　　　「いや、いて下さい。」
DIALOGUE,永子　　　「じゃあ、落ち着いてもらえましたか？」
DIALOGUE,光子　　　「はい。済みませんでした。あら、どうしましょ。恥ずかしい･･･。」
EMPTY,
DIRECTION,　　しの、光子を椅子に座らせる。
EMPTY,
H1,シーン25
EMPTY,
DIALOGUE,本田　　　「では御堂さん、本題なんですけど」
DIALOGUE,御堂　　　「とりあえず離れて。」
DIALOGUE,本田　　　「ココ・プルゲンの原液がどういう物かはご存知ですよね。」
DIALOGUE,御堂　　　「ああ、コンコンブルね、あれ突然変異じゃなかった。ただのキュウリだ
DIALOGUE_CONTINUED,　　　　　　ったんだけど、ブードゥー教の呪いがかかってるんだって。」
DIALOGUE,しの　　　「呪い、ですか･･･」
DIALOGUE,永子　　　「え、ちょっと待って。適性検査は？　呪いに適性なんてあんの？」
DIALOGUE,御堂　　　「あるよ。私には効かなかったから。」
DIALOGUE,永子　　　「あ、塗ったんだ･･･」
DIALOGUE,本田　　　「じゃあ逆に、呪いを効かなくする方法もあるって事ですよね。」
DIALOGUE,課長　　　「その話さあ、俺のいないとこでしてくんない？　聞いちゃうと、ほら。
DIALOGUE_CONTINUED,　　　　　　」
DIALOGUE,しの　　　「･･･課長は、どうして元に戻りたくないんですか？」
DIALOGUE,課長　　　「そんなの、決まってるだろ。このまま歳をとっていったら俺は、ハゲと
DIALOGUE_CONTINUED,　　　　　　かデブとか臭いとかに、苦しむ事になるんだぞ。肌だってどんどん醜く
DIALOGUE_CONTINUED,　　　　　　なっていくんだ。」
DIALOGUE,御堂　　　「肌はいいじゃん。」
DIALOGUE,課長　　　「体が動かなくなって、あちこちゆるくなって、いろいろ思い出せなくな
DIALOGUE_CONTINUED,　　　　　　って、もう、駄洒落と下ネタを言うくらいしか出来なくなるんだ。そう
DIALOGUE_CONTINUED,　　　　　　なったらもう、女の子にモテなくなっちゃうだろ。」
EMPTY,
DIRECTION,　　光子、いつのまにか銃を手にしている。
EMPTY,
DIALOGUE,光子　　　「そんなに、女の子にモテたいんですか？」
DIALOGUE,課長　　　「そりゃモテたいよ！　モテたくないやつなんていないだろ！　（観客に
DIALOGUE_CONTINUED,　　　　　　）な、モテたいな。（光子に）ほらぁ。」
DIALOGUE,光子　　　「私の子供、産んでもらえませんか？」
DIALOGUE,課長　　　「え、いや、産むのは無理だよ。」
EMPTY,
DIRECTION,　　光子、課長を撃つ。撃った自分に驚く。
DIRECTION_CONTINUED,　　課長は死ぬが３人が落ち着いているので、光子はそれが不思議。
EMPTY,
DIALOGUE,本田　　　「あ～あ、駄目ですよ、銃置きっぱなしにしちゃ。」
DIALOGUE,永子　　　「（光子に）モテるって言っても、課長のはそんな本格的なのじゃないか
DIALOGUE_CONTINUED,　　　　　　ら。バーで出会ったゆきずりの女とベッドインとか、そういうのは出来
DIALOGUE_CONTINUED,　　　　　　ないんですよ。」
DIALOGUE,しの　　　「ま、ある物で済ませようとするタイプですね･･･。」
EMPTY,
DIRECTION,　　光子、だんだん恐ろしくなってくる。
EMPTY,
DIALOGUE,本田　　　「とりあえずそれ仕舞っておきますんで。」
EMPTY,
DIRECTION,　　といって手を出した本田を撃つ。
DIRECTION_CONTINUED,　　永子としのが光子に近づこうとする。
DIRECTION_CONTINUED,　　光子、その２人も撃つ。
DIRECTION_CONTINUED,　　しばらく唖然としてから振り向くと御堂がいる。
EMPTY,
DIALOGUE,光子　　　「私、取り返しのつかない事をしてしまった･･･。」
DIALOGUE,御堂　　　「まあでも、銃持たされたら撃つよね。」
DIALOGUE,光子　　　「私、私、う、う、うううう･･･。」
EMPTY,
DIRECTION,　　光子、興奮して泣いたり笑ったりする。
DIRECTION_CONTINUED,　　死んだ４人も興奮しながら起き上がる。
EMPTY,
DIALOGUE,４人　　　「ひゅーっ！」
DIALOGUE,光子　　　「ぎゃーっ！」
EMPTY,
DIRECTION,　　４人暫くはしゃいで、はっとなり、光子をなだめる。
DIRECTION_CONTINUED,　　まあまあ、落ち着いて、等という。
DIRECTION_CONTINUED,　　光子、訳が分からない。
DIRECTION_CONTINUED,　　ドッキリのネタばらしをされたような感じになって、半笑いになって、おどけて
DIRECTION_CONTINUED,　　自分に銃を向けてみたりする。
DIRECTION_CONTINUED,　　４人、だめだめ、と言いながら銃を取り上げる。
DIRECTION_CONTINUED,　　光子、銃と刃物を４人に渡し、なぜかポケットからドリンクチケットを出してそ
DIRECTION_CONTINUED,　　れも渡し、気絶する。
EMPTY,
DIALOGUE,本田　　　「これは、ライブハウスのドリンクチケットですね。」
DIALOGUE,永子　　　「引き換えてないんだ。」
DIALOGUE,しの　　　「もったいない･･･。」
EMPTY,
H1,シーン26
EMPTY,
DIALOGUE,御堂　　　「じゃあ、呪い解く方法いうけど。」
EMPTY,
DIRECTION,　　課長、耳をふさいで『あー』などと言う。
DIRECTION_CONTINUED,　　御堂、課長の手を耳からはがし、
EMPTY,
DIALOGUE,御堂　　　「聞いといた方がいいよ。知らずに解いちゃうかもしんないから。」
EMPTY,
DIRECTION,　　課長、大人しくなる。
EMPTY,
DIALOGUE,御堂　　　「ブードゥーの呪いを解く方法が、一つだけあんの。その方法は、メイク
DIALOGUE_CONTINUED,　　　　　　を落とす事。」
EMPTY,
DIRECTION,　　青い顔の４人、なんとなく事情が飲み込めてくる。
DIRECTION_CONTINUED,　　ああ、そういうこと？　みたいな感じに。
EMPTY,
DIALOGUE,御堂　　　「あー、ただ一回呪い解いちゃうと、二度と効かなくなるから。クリーム
DIALOGUE_CONTINUED,　　　　　　の効果は全部なかった事になるから、それだけ気ぃつけて。」
DIALOGUE,永子　　　「（しのと本田に）いいよね？　落とそう。」
EMPTY,
DIRECTION,　　御堂、来た時から持っていた箱を差し出す。
DIRECTION_CONTINUED,　　開けるとメイク道具。
DIRECTION_CONTINUED,　　４人、準備いいね、とか言う。
EMPTY,
DIALOGUE,御堂　　　「はい、じゃあもうさっさと落として。」
DIALOGUE,課長　　　「俺は落とさないぞ。」
DIALOGUE,御堂　　　「なんなの、もう。まあいいや。用事済んだから帰るわ。もう二度と、こ
DIALOGUE_CONTINUED,　　　　　　の部屋へは来ないから。」
EMPTY,
DIRECTION,　　御堂、はける。
EMPTY,
H1,シーン27
EMPTY,
DIRECTION,　　３人、メイクを落としながらだらだら喋る。
DIRECTION_CONTINUED,　　大体、以下のような話をする。
EMPTY,
DIALOGUE,しの　　　「御堂さんは、何で青い顔が苦手なんでしょうね。」
DIALOGUE,永子　　　「本田さんが襲い掛かったから。」
DIALOGUE,しの　　　「トラウマ･･･、ですかね。」
DIALOGUE,永子　　　「うん。だってあたし引いたもん。」
DIALOGUE,本田　　　「え、そうなんですか？」
DIALOGUE,永子　　　「ちょっと、すっぴん見ないでよ。」
DIALOGUE,本田　　　「あ、済みません。･･･でも、すっぴんでもお綺麗だと思いますけどね
DIALOGUE_CONTINUED,　　　　　　。」
DIALOGUE,しの　　　「見た事あるんですか？」
DIALOGUE,永子　　　「いや見せないよ、すっぴんなんか。」
DIALOGUE,本田　　　「はい、でも、何となく。」
DIALOGUE,課長　　　「お前たち、本当に、元に戻って、いいの？」
DIALOGUE,本田　　　「（落としながら）あ～、なんか、生き返る。」
DIALOGUE,課長　　　「いや違うよ、死ぬんだよ。それ落としたら。」
DIALOGUE,永子　　　「すぐは死なないでしょ。ちゃんと歳とって死ぬんでしょ。」
DIALOGUE,しの　　　「課長は、もう歳をとらないんですよね。」
DIALOGUE,本田　　　「いいですね、何百年先の未来を見れる訳ですよね。うらやましいです。
DIALOGUE_CONTINUED,　　　　　　」
DIALOGUE,課長　　　「本当にそう思ってる？」
DIALOGUE,しの　　　「私は、世の中について行けなくなりそうで怖いです。」
DIALOGUE,永子　　　「メイク道具持っといた方がいいよ。いつでも死ねるように。」
DIALOGUE,本田　　　「人類が滅ぶかも知れませんしね。そっか、課長、長く生きてたら宇宙人
DIALOGUE_CONTINUED,　　　　　　見れるかも知れないですね。」
DIALOGUE,永子　　　「人類滅んでメイク道具なかったらさあ、その後キツいよね。」
DIALOGUE,しの　　　「ちょっと、想像したくないですね。」
DIALOGUE,本田　　　「でもまあ、自分が死ななくても、宇宙にも寿命はあるっていいますから
DIALOGUE_CONTINUED,　　　　　　ね。」
DIALOGUE,課長　　　「黙ってメイクを落とせ！　お前ら･･･、怖いよ。」
EMPTY,
H1,シーン28
EMPTY,
DIRECTION,　　光子、起きる。
EMPTY,
DIALOGUE,光子　　　「どうしたんですか？　（課長に）大丈夫ですか？　顔色が･･･。」
DIALOGUE,しの　　　「課長、奥さんどうするんですか？」
DIALOGUE,課長　　　「そ、それは･･･。」
DIALOGUE,光子　　　「･･･私、主人が他の女の人に惹かれてしまうのは、それはもうしょう
DIALOGUE_CONTINUED,　　　　　　がないと思うんです。ただ･･･、ただね、若月さん。私、この人と一
DIALOGUE_CONTINUED,　　　　　　緒になったからには、この人の子供を産みたいって思うんです。それだ
DIALOGUE_CONTINUED,　　　　　　けはどうしても、私に必要な事なんです。」
DIALOGUE,永子　　　「いやそれ、あたしに言われても･･･ねぇ。いいんじゃないんですか産
DIALOGUE_CONTINUED,　　　　　　めば。」
EMPTY,
DIRECTION,　　光子、もどかしい。
EMPTY,
DIALOGUE,しの　　　「子供は、歳をとるんですよね･･･。」
DIALOGUE,課長　　　「そんな事、今考えたってしょうがないだろ。」
EMPTY,
DIRECTION,　　本田、メイクを取り終わる。
DIRECTION_CONTINUED,　　ドアへ行って生体認証を確認する。
EMPTY,
DIALOGUE,本田　　　「あ、ドア開けられるようになりましたよ。」
EMPTY,
DIRECTION,　　３人、おお～、などと言う。
EMPTY,
DIALOGUE,本田　　　「ま、記憶は戻りませんけどね。」
DIALOGUE,永子　　　「あのさあ、自分の家も分かんないの？」
DIALOGUE,本田　　　「う～ん、思い出せませんね･･･。」
DIALOGUE,永子　　　「とりあえず、おばさんのとこに転がり込んじゃえば？」
DIALOGUE,しの　　　「え、そ、それは･･･。」
DIALOGUE,本田　　　「何でそうなるんですか･･･。」
EMPTY,
DIRECTION,　　永子としのは、青を落として普段のメイクをする。
EMPTY,
DIALOGUE,永子　　　「課長、今日もう仕事いいですよね？」
DIALOGUE,課長　　　「ん？　うん･･･、いいんじゃないかな。」
DIALOGUE,永子　　　「じゃあ帰ろっか。あー、よっこいしょっと。」
EMPTY,
DIRECTION,　　４人、永子を見る。
EMPTY,
DIALOGUE,永子　　　「ああ、はは、なんか疲れちゃった。」
DIALOGUE,光子　　　「皆さん、お帰りですか？」
DIALOGUE,本田　　　「ああ、どうしよっかな。」
DIALOGUE,しの　　　「あの･･･。」
DIALOGUE,本田　　　「いえ、泊まるのはホテルに泊まりますよ。仕事をどうしようかなと。」
DIALOGUE,課長　　　「いいよいいよ、帰ろ。」
DIALOGUE,光子　　　「あの･･･、その前にちょっと、お聞きしたいんですけど、コンサート
DIALOGUE_CONTINUED,　　　　　　というのは、どうして必ずアンコールをするんでしょうか。」
DIALOGUE,課長　　　「え？　なに急に。その話は、今しないと駄目なの？」
DIALOGUE,光子　　　「はい、多分、とても大事な話だと思うんです。どうしてコンサートのお
DIALOGUE_CONTINUED,　　　　　　客さんは必ずアンコールをするんでしょうか。」
DIALOGUE,しの　　　「アンコール用の曲を、聞きたいからじゃないんですか。」
DIALOGUE,光子　　　「どうして、アンコール用の曲が用意されているって、分かるんでしょう
DIALOGUE_CONTINUED,　　　　　　か。だって、たとえば、お芝居でアンコール用のシーンは用意されてい
DIALOGUE_CONTINUED,　　　　　　ないですよね。」
DIALOGUE,課長　　　「え、何で今その話するの？」
DIALOGUE,永子　　　「課長、分かった。これ、すごい大事な話だと思う。」
DIALOGUE,本田　　　「なるほど･･･、もしかするとアンコール用のシーンが用意されている
DIALOGUE_CONTINUED,　　　　　　お芝居も、あるかも知れないって事か･･･。」
DIALOGUE,しの　　　「でもそれは、アンコールをしてみないと分からないですよね･･･。」
DIALOGUE,光子　　　「そう、そうなんです。それが言いたかったんです。」
EMPTY,
DIRECTION,　　４人、あ～、などという。
EMPTY,
DIALOGUE,永子　　　「え、アンコールってどうやるの？」
EMPTY,
DIRECTION,　　みんなでアンコールの予行演習をする。
EMPTY,
DIALOGUE,課長　　　「へえ･･･。まあいいや、帰ろ。あ、ドア開けて。」
DIALOGUE,永子　　　「はいはい、終わりで～す。」
EMPTY,
DIRECTION,　　全員はける。
DIRECTION_CONTINUED,　　アンコールが起こった場合は以下へ続く。
EMPTY,
H1,シーン29
EMPTY,
DIRECTION,　　永子、しの、本田、課長が出てくる。
EMPTY,
DIALOGUE,課長　　　「やっぱり、ちょっと仕事して行こっか。」
DIALOGUE,永子　　　「なんだ温泉でも行こうと思ったのに。はあ～。」
DIALOGUE,本田　　　「じゃあまた、マニュアルの見直しをしましょうか。」
DIALOGUE,しの　　　「４人で、ですか･･･？」
DIALOGUE,課長　　　「みんなで知恵を出し合えばいいんじゃないの？　会議しようよ、会議。
DIALOGUE_CONTINUED,　　　　　　」
DIALOGUE,永子　　　「課長、会議好きだもんね。しのちゃん、ちょっと、肩。」
DIALOGUE,しの　　　「あ、はい･･･。」
EMPTY,
DIRECTION,　　しの、永子の肩を揉む。
EMPTY,
DIALOGUE,永子　　　「あ～。」
DIALOGUE,しの　　　「あ、済みません、痛かったですか？」
DIALOGUE,永子　　　「いい、いい。そんくらい強い方が。」
DIALOGUE,しの　　　「なんかつい、手に力が入っちゃうんですよね･･･。」
EMPTY,
DIRECTION,　　しの、カンフーのように手を動かしてみせる。
DIRECTION_CONTINUED,　　本田、永子を見ている。
EMPTY,
DIALOGUE,永子　　　「どうしたの本田君。」
DIALOGUE,本田　　　「あ、いえ･･･。そういえば課長、電話ってどうなってます？」
DIALOGUE,課長　　　「あ、電話ね。電話でしょ。今から注文するよ。」
DIALOGUE,永子　　　「本田君が一番ちゃんとしてんじゃん。部外者なのにね。」
DIALOGUE,本田　　　「ああ、えっとですね、一応正式に入社してますんで、部外者ではないん
DIALOGUE_CONTINUED,　　　　　　ですよ。どこから来たのかも分かりませんし。」
DIALOGUE,しの　　　「切り替え、早いですね。」
DIALOGUE,本田　　　「私の過去なんて脚本家のさじ加減でどうにでもなるんで、興味ないです
DIALOGUE_CONTINUED,　　　　　　。･･･それよりも私は今、課長の将来に興味があります。」
DIALOGUE,永子　　　「何だっけ。人類が滅んだら宇宙人の女の子にモテるんだっけ？」
DIALOGUE,課長　　　「えっとね･･･、違う。」
DIALOGUE,本田　　　「最後は宇宙がなくなって、課長も一緒にいなくなるんです。」
DIALOGUE,しの　　　「あ、それはもう決まったんですか？」
DIALOGUE,永子　　　「最後って大事だよね～。これ最後どうすんの？　あたしたち出てきちゃ
DIALOGUE_CONTINUED,　　　　　　ったけど。」
DIALOGUE,課長　　　「それ･･･、俺たちで決めるの？」
DIALOGUE,永子　　　「ああ、課長、決めるの嫌いだもんね。」
DIALOGUE,しの　　　「え、会議好きなのに･･･。」
DIALOGUE,本田　　　「どうせならスカっと終わりたいですね。」
DIALOGUE,永子　　　「なんか、悪者倒してイェーイ、みたいなのがいいよね。あ、しのちゃん
DIALOGUE_CONTINUED,　　　　　　ありがと。」
EMPTY,
DIRECTION,　　４人、悪者かぁ、などと言う。
EMPTY,
DIALOGUE,課長　　　「やっぱりこの、クリームを作ったやつとか、うちの会社の上の方のやつ
DIALOGUE_CONTINUED,　　　　　　だよな。まったく、人の命をおもちゃみたいにしやがって。なぁ。」
DIALOGUE,しの　　　「あ、いえ、それは、違うと思います。」
DIALOGUE,課長　　　「･･･おいおい、俺は別に何もしてないだろ。」
DIALOGUE,本田　　　「ええ、何も･･･してないですね･･･。」
DIALOGUE,課長　　　「ええっ？　何だよ、俺を倒してイェーイとは、ならないだろ。ていうか
DIALOGUE_CONTINUED,　　　　　　倒すって何？　倒すって具体的に何なの？」
EMPTY,
DIRECTION,　　永子、メイク道具に手をかける。
EMPTY,
DIALOGUE,課長　　　「ちょっと待てよ。ちょっと、ちょっと、これ見てこれ。」
EMPTY,
DIRECTION,　　課長、タブレット端末を見せる。
EMPTY,
DIALOGUE,課長　　　「今の平均寿命を考えると、死ぬまでにモテ期が来る可能性は、わずか0
DIALOGUE_CONTINUED,　　　　　　.325％なんだよ。ところが、仮に千年生きるとすると、なんとこの
DIALOGUE_CONTINUED,　　　　　　確率が0.975％になるんだ。･･･て事は何倍だ？」
DIALOGUE,本田　　　「0.975割る0.325だから･･･。」
EMPTY,
DIRECTION,　　永子を見る。
DIRECTION_CONTINUED,　　永子、携帯を出して計算する。
EMPTY,
DIALOGUE,しの　　　「あれ、持ち込んでいいんですか？」
DIALOGUE,永子　　　「いいじゃんまだ準備中なんだから。固いこと言わないの。･･･ああ字
DIALOGUE_CONTINUED,　　　　　　ぃ細かくて読めない。」
EMPTY,
DIRECTION,　　といってしのに携帯を見せる。
EMPTY,
DIALOGUE,しの　　　「３倍、ですね。」
DIALOGUE,課長　　　「３倍だよ。モテ期が来る確率が、３倍に跳ね上がるんだよ。」
DIALOGUE,永子　　　「つっても0.9％でしょ？　大して変わんないじゃん。」
DIALOGUE,課長　　　「え、何いってんの、３倍だよ。全然違うじゃん。それ言ったらさ、お前
DIALOGUE_CONTINUED,　　　　　　らのその化粧だって、ところ構わずせっせと直してるけどさ、それだっ
DIALOGUE_CONTINUED,　　　　　　て大して変わんないよ。」
EMPTY,
DIRECTION,　　永子、課長を睨んで立ち上がる。
EMPTY,
DIALOGUE,課長　　　「おう、なんだよ。」
DIALOGUE,永子　　　「あいてててて（腰）。しのちゃん、ちょっと捕まえてて。」
EMPTY,
DIRECTION,　　しの、課長を羽交い絞めにする。
EMPTY,
DIALOGUE,課長　　　「おおおおい、何するんだよ。」
DIALOGUE,永子　　　「メイクが意味無いって言うんなら、取ったげるわ。」
EMPTY,
H1,シーン30
EMPTY,
DIALOGUE,永子　　　「あ、メイク落としがない･･･」
EMPTY,
DIRECTION,　　御堂が入ってくる。
DIRECTION_CONTINUED,　　でかいメイク落としを持っている。
EMPTY,
DIALOGUE,御堂　　　「やっちまいな！」
DIALOGUE,課長　　　「ノォーーッ！」
EMPTY,
DIRECTION,　　みんなで課長のメイクを取り始める。
DIRECTION_CONTINUED,　　取っている間中、課長は以下のような事をわめく。
EMPTY,
DIALOGUE,課長　　　「や、やめろっ。お前ら何してるか分かってるのか。おい。死んじゃうだ
DIALOGUE_CONTINUED,　　　　　　ろ。そんな事したら、死んじゃうだろ。おいちょっとマジで。マジでや
DIALOGUE_CONTINUED,　　　　　　めて。やめろって言ってんだろ、こら。ちょっと本当、落ち着こう。一
DIALOGUE_CONTINUED,　　　　　　回、落ち着こう。ちょっともう、ああもう、死んじゃうじゃん。死んじ
DIALOGUE_CONTINUED,　　　　　　ゃうじゃああんっ。」
EMPTY,
DIRECTION,　　取り終わると課長、魂が抜けたようになる。
DIRECTION_CONTINUED,　　御堂、気分よくはける。
EMPTY,
DIALOGUE,課長　　　「おかしいじゃん。」
EMPTY,
DIRECTION,　　３人は黙って課長を見ている。
EMPTY,
DIALOGUE,課長　　　「人殺し。」
DIALOGUE,本田　　　「･･･あの、ずっと気になってたんですけど、千年生きた場合のシミュ
DIALOGUE_CONTINUED,　　　　　　レーションって、通信ソフトのパスワード消した後にやってませんでし
DIALOGUE_CONTINUED,　　　　　　たっけ？」
DIALOGUE,しの　　　「ああ、そうだったかも･･･。」
DIALOGUE,課長　　　「人殺し。」
DIALOGUE,本田　　　「気になる人はこのお芝居をもう一回観てみてください。たしかパスワー
DIALOGUE_CONTINUED,　　　　　　ドを消した後なんですよ。」
DIALOGUE,永子　　　「じゃあさっきの数字なに？」
EMPTY,
DIRECTION,　　３人、端末を見る。
EMPTY,
DIALOGUE,永子　　　「何これ。」
DIALOGUE,本田　　　「これは、無料の占いアプリですね。」
DIALOGUE,永子　　　「へえ、これ無料なんだ。良く出来てるわ。」
DIALOGUE,しの　　　「あっ。」
EMPTY,
DIRECTION,　　課長、いつの間にか銃を手にしている。
DIRECTION_CONTINUED,　　どうやらおかしくなっている。
EMPTY,
DIALOGUE,永子　　　「なんなの、夫婦そろって。」
DIALOGUE,しの　　　「弾は、何発入ってるんですか？」
DIALOGUE,本田　　　「あれは、17発入るやつです。」
DIALOGUE,永子　　　「とりあえずしのちゃん、気配消しなよ。」
DIALOGUE,しの　　　「ああ･･･、済みません、もう出来ないみたいです。」
DIALOGUE,永子　　　「あそうだ、課長、ちょっと待って。」
EMPTY,
DIRECTION,　　３人、缶バッジを服からはずす。
EMPTY,
DIALOGUE,永子　　　「ほら、缶バッジあげる。ほらほら。」
EMPTY,
DIRECTION,　　課長、３人を撃ち殺す。
DIRECTION_CONTINUED,　　転がる死体。
DIRECTION_CONTINUED,　　課長、椅子に腰掛けてがっくり肩を落とす。
EMPTY,
DIALOGUE,課長　　　「知らねえよ。知らねえよ･･･。アンコールなんかするから･･･。ア
DIALOGUE_CONTINUED,　　　　　　ンコールなんかするから、こんな事になったんだぞ。
DIALOGUE_CONTINUED,　　　　　　もうアンコールなんかするな。な、もう絶対、アンコールなんかするな
DIALOGUE_CONTINUED,　　　　　　。」
EMPTY,
DIRECTION,　　アンコール用の音楽がかかる。
DIRECTION_CONTINUED,　　アンコールが起こった場合は以下へ続く。
EMPTY,
H1,シーン31
EMPTY,
DIRECTION,　　しの、ゆっくり起き上がる。
DIRECTION_CONTINUED,　　課長気付いて顔を上げ、対峙する形に。
DIRECTION_CONTINUED,　　課長の額には赤い点が付いている。
DIRECTION_CONTINUED,　　対峙したまま、しのが喪服を脱ぐ。
DIRECTION_CONTINUED,　　かっこいい衣装と、金属製のブレスレット。
EMPTY,
DIRECTION,　　プロジェクタにさっきのシーンが映る。
DIRECTION_CONTINUED,　　プロジェクタの映像がスローモーションになる。
DIRECTION_CONTINUED,　　しのが、素早い動きで弾を跳ね返している。
DIRECTION_CONTINUED,　　跳ね返った弾は、３発とも課長の額へ。
EMPTY,
DIRECTION,　　映像が消える。
DIRECTION_CONTINUED,　　永子と本田が起き上がる。
DIRECTION_CONTINUED,　　課長は自分の額に触れ、血を確認する。
EMPTY,
DIALOGUE,課長　　　「だから言ったんだよ、アンコールするなって･･･。」
DIALOGUE,しの　　　「とりあえず、病院へ･･･。」
DIALOGUE,課長　　　「でもこれ、助かるの？」
DIALOGUE,しの　　　「いえ、あの、無理だと思いますけど･･･。」
DIALOGUE,永子　　　「ちゃんと病院で、死んでって事。」
DIALOGUE,課長　　　「ああ、そっか･･･。じゃあ、そうしよっかね･･･。」
EMPTY,
DIRECTION,　　課長、銃を持ってふらふらと出て行く。
EMPTY,
DIALOGUE,課長　　　「（ドアを開けて）あ、開いた･･･。」
EMPTY,
DIRECTION,　　３人、課長を見送る。
EMPTY,
H1,シーン32
EMPTY,
DIRECTION,　　しのの衣装に注目が集まる。
EMPTY,
DIALOGUE,しの　　　「あ、これ、主人の形見なんです･･･。」
DIALOGUE,本田　　　「弾を、跳ね返したんですか？」
DIALOGUE,しの　　　「なんか、そうみたいです･･･。なんか、手だけすごく良く動くんです
DIALOGUE_CONTINUED,　　　　　　。」
DIALOGUE,永子　　　「アル中？」
DIALOGUE,本田　　　「そういえば、最初に手に塗ってましたよね。」
DIALOGUE,しの　　　「そっか、それで腕相撲して･･･。」
DIALOGUE,本田　　　「最初に塗った所だけ、何かそういう、効果が残るんでしょうか。」
DIALOGUE,永子　　　「かーもね。よいしょっと（座る）。もういいじゃん。ねえ、温泉行かな
DIALOGUE_CONTINUED,　　　　　　い？」
DIALOGUE,しの　　　「あ、温泉、私も行きたいです。」
DIALOGUE,永子　　　「温泉つかるとさあ、生き返るよねー。本田君は？」
DIALOGUE,本田　　　「あ、はい、行きます。」
DIALOGUE,永子　　　「あたしこないだ、若返りの湯っていうの見つけたんだけどさ（といって
DIALOGUE_CONTINUED,　　　　　　はしたなく笑う）。」
DIALOGUE,本田　　　「永子さん･･･。」
DIALOGUE,永子　　　「ん？」
DIALOGUE,本田　　　「若返りとか長生きとか、みんなしたがるけど、私は、本当は命は永遠な
DIALOGUE_CONTINUED,　　　　　　んじゃないかって思うんです。」
DIALOGUE,しの　　　「？」
DIALOGUE,本田　　　「私たち一人一人は死んでも、子供へと受け継がれて行くでしょう？　だ
DIALOGUE_CONTINUED,　　　　　　から。」
DIALOGUE,永子　　　「そうね。いい事言うじゃん。ね。」
DIALOGUE,しの　　　「はい。」
EMPTY,
DIRECTION,　　永子立ち上がって、
EMPTY,
DIALOGUE,永子　　　「あいてて。･･･それじゃ悪者も倒した事だし、せーの、」
EMPTY,
DIRECTION,　　３人、イェーイと言おうとして寸止め。
DIRECTION_CONTINUED,　　電話が鳴る。
EMPTY,
H1,シーン33
EMPTY,
DIRECTION,　　３人、顔を見合わせる。
DIRECTION_CONTINUED,　　電話には出ずに、ドアを開けてみる。
DIRECTION_CONTINUED,　　光子が入って来る。
DIRECTION_CONTINUED,　　泣いている。
EMPTY,
DIALOGUE,光子　　　「う、う、うううう･･･。主人が、主人が･･･、私がしてきた事が、
DIALOGUE_CONTINUED,　　　　　　全部無駄になってしまいました･･･。普通でいいから、普通の家庭を
DIALOGUE_CONTINUED,　　　　　　守ろうと、そのために、どんな事も我慢して来たのに、それなのに･･
DIALOGUE_CONTINUED,　　　　　　･。
DIALOGUE_CONTINUED,　　　　　　ただ子供を産んで、その子が優しい子に育ってくれれば、それで良かっ
DIALOGUE_CONTINUED,　　　　　　たのに、それだけで良かったのに･･･。なんで、なんでこんな事に･
DIALOGUE_CONTINUED,　　　　　　･･。
DIALOGUE_CONTINUED,　　　　　　主人は、もう生き返らないんですか？　さっきみたいに、生き返らない
DIALOGUE_CONTINUED,　　　　　　んですか？　私どんな事でもします。あの人が生き返るなら、あの人の
DIALOGUE_CONTINUED,　　　　　　子供を産めるなら、どんな事でもします。
DIALOGUE_CONTINUED,　　　　　　お願い、若月さん、お願いします。お願いします･･･。」
EMPTY,
DIRECTION,　　光子、号泣する。
DIRECTION_CONTINUED,　　涙が涸れて声も出なくなる。
DIRECTION_CONTINUED,　　光子の携帯が鳴る。
EMPTY,
DIALOGUE,光子　　　「（出て）はい･･･。え、という事は･･･。ほ、本当ですか。」
EMPTY,
DIRECTION,　　電話を切り、３人の方へ、
EMPTY,
DIALOGUE,光子　　　「病院からでした。あの、主人の子供を産むことができるみたいです。」
DIALOGUE,３人　　　「え･･･？」
DIALOGUE,光子　　　「いえ、死んでるんですけど、ちんこだけは生きているから、産めるんだ
DIALOGUE_CONTINUED,　　　　　　そうです。」
DIALOGUE,永子　　　「（本田に）そういえばさっき、何かいい事言ってたよね？」
DIALOGUE,本田　　　「え、ああ、命は子供に受け継がれるから、永遠だっていう話ですか？」
DIALOGUE,永子　　　「そうそう。そして～（と光子に振る）。」
DIALOGUE,光子　　　「ちんこは生きている！」
DIALOGUE,４人　　　「イェーイ！」
EMPTY,
DIRECTION,　　ハッピーな音楽がかかる。
EMPTY,
ENDMARK,　　　　　　　　　　「死人にもち肌」おわり
